ts,frame_hex,cmd,sub,payload_len,payload_hex
2026-08-05T02:13:14.190488+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:14.190488+00:00,a55a2582100014bf03c5002800080045002b002500000cf700000001000100340001000100010000,0x82,0x10,35,0014bf03c5002800080045002b002500000cf700000001000100340001000100010000
2026-08-05T02:13:14.290862+00:00,a55a3b8211000ce90cec0cf90d1e0cfc0cee0ce60d100d200cf60cee0cea0d050ce70cef0ce0000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce90cec0cf90d1e0cfc0cee0ce60d100d200cf60cee0cea0d050ce70cef0ce0000000000000000000000000000000000000000000000000
2026-08-05T02:13:14.290862+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:14.290862+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:14.290862+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:14.290862+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:14.290862+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:14.290862+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:14.290862+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:14.290862+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:14.290862+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:14.290862+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:14.290862+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:14.290862+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:14.391386+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:14.391386+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:14.391386+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:14.391386+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:14.391386+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:14.391386+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:14.391386+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:14.391386+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:14.391386+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:14.391386+00:00,a55a058221530000,0x82,0x21,3,530000
2026-08-05T02:13:14.391386+00:00,a55a058221630000,0x82,0x21,3,630000
2026-08-05T02:13:14.391386+00:00,a55a058221730000,0x82,0x21,3,730000
2026-08-05T02:13:14.491953+00:00,a55a058221830000,0x82,0x21,3,830000
2026-08-05T02:13:14.491953+00:00,a55a058221930000,0x82,0x21,3,930000
2026-08-05T02:13:14.491953+00:00,a55a058221a30000,0x82,0x21,3,a30000
2026-08-05T02:13:14.491953+00:00,a55a058221b30000,0x82,0x21,3,b30000
2026-08-05T02:13:14.491953+00:00,a55a15821300000000000000000000000000000000000000,0x82,0x13,19,00000000000000000000000000000000000000
2026-08-05T02:13:14.792879+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:14.792879+00:00,a55a2582100014bf03c5002900080045002b002500000cf700000001000100350001000100010000,0x82,0x10,35,0014bf03c5002900080045002b002500000cf700000001000100350001000100010000
2026-08-05T02:13:14.792879+00:00,a55a3b8211000ce70cee0cf90d1d0cfe0cec0ce50d120d220cf50cee0ce90d040ce70cef0ce0000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce70cee0cf90d1d0cfe0cec0ce50d120d220cf50cee0ce90d040ce70cef0ce0000000000000000000000000000000000000000000000000
2026-08-05T02:13:14.792879+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:14.792879+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:14.792879+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:14.893399+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:14.893399+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:14.893399+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:14.893399+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:14.893399+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:14.893399+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:14.893399+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:14.893399+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:14.893399+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:14.893399+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:14.893399+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:14.893399+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:14.893399+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:14.994007+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:14.994007+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:14.994007+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:14.994007+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:14.994007+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:14.994007+00:00,a55a058221530000,0x82,0x21,3,530000
2026-08-05T02:13:14.994007+00:00,a55a058221630000,0x82,0x21,3,630000
2026-08-05T02:13:14.994007+00:00,a55a058221730000,0x82,0x21,3,730000
2026-08-05T02:13:14.994007+00:00,a55a058221830000,0x82,0x21,3,830000
2026-08-05T02:13:14.994007+00:00,a55a058221930000,0x82,0x21,3,930000
2026-08-05T02:13:14.994007+00:00,a55a058221a30000,0x82,0x21,3,a30000
2026-08-05T02:13:14.994007+00:00,a55a058221b30000,0x82,0x21,3,b30000
2026-08-05T02:13:15.094644+00:00,a55a15821300000000000000000000000000000000000000,0x82,0x13,19,00000000000000000000000000000000000000
2026-08-05T02:13:15.395510+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:15.395510+00:00,a55a2582100014be03be001f00080042002b002500000cf700000001000100330001000100010000,0x82,0x10,35,0014be03be001f00080042002b002500000cf700000001000100330001000100010000
2026-08-05T02:13:15.395510+00:00,a55a3b8211000ce70cee0cf90d1b0cfe0cee0ce60d120d230cf70cee0ce90d050ce70cef0ce0000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce70cee0cf90d1b0cfe0cee0ce60d120d230cf70cee0ce90d050ce70cef0ce0000000000000000000000000000000000000000000000000
2026-08-05T02:13:15.395510+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:15.395510+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:15.395510+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:15.395510+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:15.395510+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:15.395510+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:15.395510+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:15.495993+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:15.495993+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:15.495993+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:15.495993+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:15.495993+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:15.495993+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:15.495993+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:15.495993+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:15.495993+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:15.495993+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:15.495993+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:15.495993+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:15.495993+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:15.596583+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:15.596583+00:00,a55a058221530000,0x82,0x21,3,530000
2026-08-05T02:13:15.596583+00:00,a55a058221630000,0x82,0x21,3,630000
2026-08-05T02:13:15.596583+00:00,a55a058221730000,0x82,0x21,3,730000
2026-08-05T02:13:15.596583+00:00,a55a058221830000,0x82,0x21,3,830000
2026-08-05T02:13:15.596583+00:00,a55a058221930000,0x82,0x21,3,930000
2026-08-05T02:13:15.596583+00:00,a55a058221a30000,0x82,0x21,3,a30000
2026-08-05T02:13:15.596583+00:00,a55a058221b30000,0x82,0x21,3,b30000
2026-08-05T02:13:15.596583+00:00,a55a15821300000000000000000000000000000000000000,0x82,0x13,19,00000000000000000000000000000000000000
2026-08-05T02:13:15.897500+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:15.897500+00:00,a55a2582100014be03c2002000080042002b002500000cf700000001000100340001000100010000,0x82,0x10,35,0014be03c2002000080042002b002500000cf700000001000100340001000100010000
2026-08-05T02:13:15.997900+00:00,a55a3b8211000ce70cec0cfb0d1b0cfc0cee0ce50d0f0d240cf60cee0cea0d040ce70cf00ce0000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce70cec0cfb0d1b0cfc0cee0ce50d0f0d240cf60cee0cea0d040ce70cf00ce0000000000000000000000000000000000000000000000000
2026-08-05T02:13:15.997900+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:15.997900+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:15.997900+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:15.997900+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:15.997900+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:15.997900+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:15.997900+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:15.997900+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:15.997900+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:15.997900+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:15.997900+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:16.098416+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:16.098416+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:16.098416+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:16.098416+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:16.098416+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:16.098416+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:16.098416+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:16.098416+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:16.098416+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:16.098416+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:16.098416+00:00,a55a058221530000,0x82,0x21,3,530000
2026-08-05T02:13:16.098416+00:00,a55a058221630000,0x82,0x21,3,630000
2026-08-05T02:13:16.098416+00:00,a55a058221730000,0x82,0x21,3,730000
2026-08-05T02:13:16.198988+00:00,a55a058221830000,0x82,0x21,3,830000
2026-08-05T02:13:16.198988+00:00,a55a058221930000,0x82,0x21,3,930000
2026-08-05T02:13:16.198988+00:00,a55a058221a30000,0x82,0x21,3,a30000
2026-08-05T02:13:16.198988+00:00,a55a058221b30000,0x82,0x21,3,b30000
2026-08-05T02:13:16.198988+00:00,a55a15821300000000000000000000000000000000000000,0x82,0x13,19,00000000000000000000000000000000000000
2026-08-05T02:13:16.499966+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:16.499966+00:00,a55a2582100014be03c2002100080042002b002500000cf700000001000100350001000100010000,0x82,0x10,35,0014be03c2002100080042002b002500000cf700000001000100350001000100010000
2026-08-05T02:13:16.499966+00:00,a55a3b8211000ce90cec0cfa0d1f0cfc0cee0ce60d0f0d230cf70cee0ce90d050ce70cef0ce0000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce90cec0cfa0d1f0cfc0cee0ce60d0f0d230cf70cee0ce90d050ce70cef0ce0000000000000000000000000000000000000000000000000
2026-08-05T02:13:16.499966+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:16.499966+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:16.499966+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:16.600473+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:16.600473+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:16.600473+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:16.600473+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:16.600473+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:16.600473+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:16.600473+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:16.600473+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:16.600473+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:16.600473+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:16.600473+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:16.600473+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:16.600473+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:16.701032+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:16.701032+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:16.701032+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:16.701032+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:16.701032+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:16.701032+00:00,a55a058221530000,0x82,0x21,3,530000
2026-08-05T02:13:16.701032+00:00,a55a058221630000,0x82,0x21,3,630000
2026-08-05T02:13:16.701032+00:00,a55a058221730000,0x82,0x21,3,730000
2026-08-05T02:13:16.701032+00:00,a55a058221830000,0x82,0x21,3,830000
2026-08-05T02:13:16.701032+00:00,a55a058221930000,0x82,0x21,3,930000
2026-08-05T02:13:16.701032+00:00,a55a058221a30000,0x82,0x21,3,a30000
2026-08-05T02:13:16.701032+00:00,a55a058221b30000,0x82,0x21,3,b30000
2026-08-05T02:13:16.801573+00:00,a55a15821300000000000000000000000000000000000000,0x82,0x13,19,00000000000000000000000000000000000000
2026-08-05T02:13:17.103085+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:17.103085+00:00,a55a2582100014bf03c2002200080042002b002500000cf700000001000100330001000100010000,0x82,0x10,35,0014bf03c2002200080042002b002500000cf700000001000100330001000100010000
2026-08-05T02:13:17.103085+00:00,a55a3b8211000ce70cee0cfa0d1d0cfe0cee0ce50d100d240cf60cef0cea0d040ce90cef0cdf000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce70cee0cfa0d1d0cfe0cee0ce50d100d240cf60cef0cea0d040ce90cef0cdf000000000000000000000000000000000000000000000000
2026-08-05T02:13:17.103085+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:17.103085+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:17.103085+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:17.103085+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:17.103085+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:17.103085+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:17.103085+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:17.203665+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:17.203665+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:17.203665+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:17.203665+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:17.203665+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:17.203665+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:17.203665+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:17.203665+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:17.203665+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:17.203665+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:17.203665+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:17.203665+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:17.304328+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:17.304328+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:17.304328+00:00,a55a058221530000,0x82,0x21,3,530000
2026-08-05T02:13:17.304328+00:00,a55a058221630000,0x82,0x21,3,630000
2026-08-05T02:13:17.304328+00:00,a55a058221730000,0x82,0x21,3,730000
2026-08-05T02:13:17.304328+00:00,a55a058221830000,0x82,0x21,3,830000
2026-08-05T02:13:17.304328+00:00,a55a058221930000,0x82,0x21,3,930000
2026-08-05T02:13:17.304328+00:00,a55a058221a30000,0x82,0x21,3,a30000
2026-08-05T02:13:17.304328+00:00,a55a058221b30000,0x82,0x21,3,b30000
2026-08-05T02:13:17.304328+00:00,a55a15821300000000000000000000000000000000000000,0x82,0x13,19,00000000000000000000000000000000000000
2026-08-05T02:13:17.605418+00:00,a55a03800100,0x80,0x01,1,00
2026-08-05T02:13:17.605418+00:00,a55a2582100014bf03be002300080042002b002500000cf700000001000100340001000100010000,0x82,0x10,35,0014bf03be002300080042002b002500000cf700000001000100340001000100010000
2026-08-05T02:13:17.705800+00:00,a55a3b8211000ce70cec0cfb0d1e0cfc0cee0ce60d0f0d200cf70cee0ce90d060ce70cef0ce0000000000000000000000000000000000000000000000000,0x82,0x11,57,000ce70cec0cfb0d1e0cfc0cee0ce60d0f0d200cf70cee0ce90d060ce70cef0ce0000000000000000000000000000000000000000000000000
2026-08-05T02:13:17.705800+00:00,a55a0582200307e0,0x82,0x20,3,0307e0
2026-08-05T02:13:17.705800+00:00,a55a0582201307e0,0x82,0x20,3,1307e0
2026-08-05T02:13:17.705800+00:00,a55a0582202307e0,0x82,0x20,3,2307e0
2026-08-05T02:13:17.705800+00:00,a55a0582203307e0,0x82,0x20,3,3307e0
2026-08-05T02:13:17.705800+00:00,a55a0582204307e0,0x82,0x20,3,4307e0
2026-08-05T02:13:17.705800+00:00,a55a0582205307e0,0x82,0x20,3,5307e0
2026-08-05T02:13:17.705800+00:00,a55a0582206307e0,0x82,0x20,3,6307e0
2026-08-05T02:13:17.705800+00:00,a55a0582207307e0,0x82,0x20,3,7307e0
2026-08-05T02:13:17.705800+00:00,a55a05822083001f,0x82,0x20,3,83001f
2026-08-05T02:13:17.705800+00:00,a55a0582209307e0,0x82,0x20,3,9307e0
2026-08-05T02:13:17.705800+00:00,a55a058220a307e0,0x82,0x20,3,a307e0
2026-08-05T02:13:17.806327+00:00,a55a058220b307e0,0x82,0x20,3,b307e0
2026-08-05T02:13:17.806327+00:00,a55a058220c307e0,0x82,0x20,3,c307e0
2026-08-05T02:13:17.806327+00:00,a55a058220d307e0,0x82,0x20,3,d307e0
2026-08-05T02:13:17.806327+00:00,a55a058220e307e0,0x82,0x20,3,e307e0
2026-08-05T02:13:17.806327+00:00,a55a058220f3f800,0x82,0x20,3,f3f800
2026-08-05T02:13:17.806327+00:00,a55a058221030000,0x82,0x21,3,030000
2026-08-05T02:13:17.806327+00:00,a55a058221130000,0x82,0x21,3,130000
2026-08-05T02:13:17.806327+00:00,a55a058221230000,0x82,0x21,3,230000
2026-08-05T02:13:17.806327+00:00,a55a058221330000,0x82,0x21,3,330000
2026-08-05T02:13:17.806327+00:00,a55a058221430000,0x82,0x21,3,430000
2026-08-05T02:13:17.806327+00:00,a55a058221530000,0x82,0x21,3,530000
