ts,frame_hex,u16_1_2,u16_3_4,u16_5_6,u16_7_8,u16_9_10,u16_11_12,u16_13_14,u16_15_16,u16_17_18,u16_19_20,u16_21_22,u16_23_24,u16_25_26,u16_27_28,u16_29_30,u16_31_32,u16_33_34
2026-08-05T02:03:18.800591+00:00,a55a25821000144603d60027000200540026002400000cac00000001000100350001000100010000,5190,982,39,2,84,38,36,0,3244,0,1,1,53,1,1,1,0
2026-08-05T02:03:19.302530+00:00,a55a25821000144603d60028000200540026002400000cac00000001000100330001000100010000,5190,982,40,2,84,38,36,0,3244,0,1,1,51,1,1,1,0
2026-08-05T02:03:19.904774+00:00,a55a25821000144703d60029000200540026002400000cac00000001000100340001000100010000,5191,982,41,2,84,38,36,0,3244,0,1,1,52,1,1,1,0
2026-08-05T02:03:20.506920+00:00,a55a25821000144703da001f000200540026002400000cad00000001000100350001000100010000,5191,986,31,2,84,38,36,0,3245,0,1,1,53,1,1,1,0
2026-08-05T02:03:21.008783+00:00,a55a25821000144703d60020000200540026002400000cad00000001000100330001000100010000,5191,982,32,2,84,38,36,0,3245,0,1,1,51,1,1,1,0
2026-08-05T02:03:21.611051+00:00,a55a25821000144803d60021000200540026002400000cad00000001000100340001000100010000,5192,982,33,2,84,38,36,0,3245,0,1,1,52,1,1,1,0
2026-08-05T02:03:22.213369+00:00,a55a25821000144803dd0022000200540026002400000cad00000001000100350001000100010000,5192,989,34,2,84,38,36,0,3245,0,1,1,53,1,1,1,0
2026-08-05T02:03:22.715241+00:00,a55a25821000144903da0023000200540026002400000cae00000001000100330001000100010000,5193,986,35,2,84,38,36,0,3246,0,1,1,51,1,1,1,0
2026-08-05T02:03:23.317488+00:00,a55a25821000144903da0024000200540026002400000cae00000001000100340001000100010000,5193,986,36,2,84,38,36,0,3246,0,1,1,52,1,1,1,0
2026-08-05T02:03:23.919797+00:00,a55a25821000144a03d60025000200540026002400000cae00000001000100350001000100010000,5194,982,37,2,84,38,36,0,3246,0,1,1,53,1,1,1,0
2026-08-05T02:03:24.421597+00:00,a55a25821000144a03d60026000200540026002400000cae00000001000100330001000100010000,5194,982,38,2,84,38,36,0,3246,0,1,1,51,1,1,1,0
2026-08-05T02:03:25.023857+00:00,a55a25821000144a03d60027000200540026002400000caf00000001000100340001000100010000,5194,982,39,2,84,38,36,0,3247,0,1,1,52,1,1,1,0
2026-08-05T02:03:25.626144+00:00,a55a25821000144a03da0028000200540026002400000caf00000001000100350001000100010000,5194,986,40,2,84,38,36,0,3247,0,1,1,53,1,1,1,0
2026-08-05T02:03:26.128129+00:00,a55a25821000144b03da0029000200540026002400000caf00000001000100330001000100010000,5195,986,41,2,84,38,36,0,3247,0,1,1,51,1,1,1,0
2026-08-05T02:03:26.730350+00:00,a55a25821000144b03d6001f000200540026002400000caf00000001000100340001000100010000,5195,982,31,2,84,38,36,0,3247,0,1,1,52,1,1,1,0
2026-08-05T02:03:27.315218+00:00,a55a25821000144c03dd0020000200540026002400000cb000000001000100350001000100010000,5196,989,32,2,84,38,36,0,3248,0,1,1,53,1,1,1,0
2026-08-05T02:03:27.817243+00:00,a55a25821000144c03dd0021000200540026002400000cb000000001000100330001000100010000,5196,989,33,2,84,38,36,0,3248,0,1,1,51,1,1,1,0
2026-08-05T02:03:28.419444+00:00,a55a25821000144c03d30022000200520026002400000cb000000001000100340001000100010000,5196,979,34,2,82,38,36,0,3248,0,1,1,52,1,1,1,0
2026-08-05T02:03:29.021676+00:00,a55a25821000144d03da0023000200520026002400000cb100000001000100350001000100010000,5197,986,35,2,82,38,36,0,3249,0,1,1,53,1,1,1,0
2026-08-05T02:03:29.523606+00:00,a55a25821000144d03da0024000200520026002400000cb000000001000100330001000100010000,5197,986,36,2,82,38,36,0,3248,0,1,1,51,1,1,1,0
2026-08-05T02:03:30.125906+00:00,a55a25821000144d03d60025000200520026002400000cb100000001000100340001000100010000,5197,982,37,2,82,38,36,0,3249,0,1,1,52,1,1,1,0
2026-08-05T02:03:30.728051+00:00,a55a25821000144e03d30026000200520026002400000cb100000001000100350001000100010000,5198,979,38,2,82,38,36,0,3249,0,1,1,53,1,1,1,0
2026-08-05T02:03:31.229860+00:00,a55a25821000144e03d30027000200520026002400000cb100000001000100330001000100010000,5198,979,39,2,82,38,36,0,3249,0,1,1,51,1,1,1,0
2026-08-05T02:03:31.832006+00:00,a55a25821000144f03da0028000200520026002400000cb100000001000100340001000100010000,5199,986,40,2,82,38,36,0,3249,0,1,1,52,1,1,1,0
2026-08-05T02:03:32.434165+00:00,a55a25821000144f03da0029000200520026002400000cb200000001000100350001000100010000,5199,986,41,2,82,38,36,0,3250,0,1,1,53,1,1,1,0
2026-08-05T02:03:32.935985+00:00,a55a25821000145003da001f000200520026002400000cb200000001000100330001000100010000,5200,986,31,2,82,38,36,0,3250,0,1,1,51,1,1,1,0
2026-08-05T02:03:33.538271+00:00,a55a25821000145003d60020000200500026002400000cb200000001000100340001000100010000,5200,982,32,2,80,38,36,0,3250,0,1,1,52,1,1,1,0
2026-08-05T02:03:34.140660+00:00,a55a25821000145003da0021000200500026002400000cb200000001000100350001000100010000,5200,986,33,2,80,38,36,0,3250,0,1,1,53,1,1,1,0
2026-08-05T02:03:34.642513+00:00,a55a25821000145103da0022000200500026002400000cb300000001000100330001000100010000,5201,986,34,2,80,38,36,0,3251,0,1,1,51,1,1,1,0
2026-08-05T02:03:35.244682+00:00,a55a25821000145103d30023000200500026002400000cb300000001000100340001000100010000,5201,979,35,2,80,38,36,0,3251,0,1,1,52,1,1,1,0
2026-08-05T02:03:35.846914+00:00,a55a25821000145103d60024000200500026002400000cb300000001000100350001000100010000,5201,982,36,2,80,38,36,0,3251,0,1,1,53,1,1,1,0
2026-08-05T02:03:36.348822+00:00,a55a25821000145203d60025000200500026002400000cb400000001000100330001000100010000,5202,982,37,2,80,38,36,0,3252,0,1,1,51,1,1,1,0
2026-08-05T02:03:37.037159+00:00,a55a25821000145203d60026000200500026002400000cb400000001000100340001000100010000,5202,982,38,2,80,38,36,0,3252,0,1,1,52,1,1,1,0
2026-08-05T02:03:37.538977+00:00,a55a25821000145303d30027000200500026002400000cb400000001000100350001000100010000,5203,979,39,2,80,38,36,0,3252,0,1,1,53,1,1,1,0
2026-08-05T02:03:38.141302+00:00,a55a25821000145303d30028000200500026002400000cb400000001000100330001000100010000,5203,979,40,2,80,38,36,0,3252,0,1,1,51,1,1,1,0
2026-08-05T02:03:38.643213+00:00,a55a25821000145403d30029000200520026002400000cb500000001000100340001000100010000,5204,979,41,2,82,38,36,0,3253,0,1,1,52,1,1,1,0
2026-08-05T02:03:39.245363+00:00,a55a25821000145403d6001f000200520026002400000cb500000001000100350001000100010000,5204,982,31,2,82,38,36,0,3253,0,1,1,53,1,1,1,0
2026-08-05T02:03:39.847429+00:00,a55a25821000145403d60020000200520026002400000cb500000001000100330001000100010000,5204,982,32,2,82,38,36,0,3253,0,1,1,51,1,1,1,0
2026-08-05T02:03:40.349494+00:00,a55a25821000145503dd0021000200520026002400000cb500000001000100340001000100010000,5205,989,33,2,82,38,36,0,3253,0,1,1,52,1,1,1,0
2026-08-05T02:03:40.951690+00:00,a55a25821000145503d60022000200520026002400000cb600000001000100350001000100010000,5205,982,34,2,82,38,36,0,3254,0,1,1,53,1,1,1,0
2026-08-05T02:03:41.553804+00:00,a55a25821000145503d60023000200520026002400000cb600000001000100330001000100010000,5205,982,35,2,82,38,36,0,3254,0,1,1,51,1,1,1,0
2026-08-05T02:03:42.055756+00:00,a55a25821000145603d60024000200520026002400000cb600000001000100340001000100010000,5206,982,36,2,82,38,36,0,3254,0,1,1,52,1,1,1,0
2026-08-05T02:03:42.657834+00:00,a55a25821000145603d60025000200520026002400000cb600000001000100350001000100010000,5206,982,37,2,82,38,36,0,3254,0,1,1,53,1,1,1,0
2026-08-05T02:03:43.259972+00:00,a55a25821000145703d60026000200520026002400000cb700000001000100330001000100010000,5207,982,38,2,82,38,36,0,3255,0,1,1,51,1,1,1,0
2026-08-05T02:03:43.761704+00:00,a55a25821000145703d60027000200520026002400000cb700000001000100340001000100010000,5207,982,39,2,82,38,36,0,3255,0,1,1,52,1,1,1,0
2026-08-05T02:03:44.363929+00:00,a55a25821000145703d60028000200530026002400000cb700000001000100350001000100010000,5207,982,40,2,83,38,36,0,3255,0,1,1,53,1,1,1,0
2026-08-05T02:03:44.966055+00:00,a55a25821000145803d60029000200530026002400000cb700000001000100330001000100010000,5208,982,41,2,83,38,36,0,3255,0,1,1,51,1,1,1,0
2026-08-05T02:03:45.467968+00:00,a55a25821000145803d3001f000200530026002400000cb700000001000100340001000100010000,5208,979,31,2,83,38,36,0,3255,0,1,1,52,1,1,1,0
2026-08-05T02:03:46.070332+00:00,a55a25821000145903da0020000200530026002400000cb800000001000100350001000100010000,5209,986,32,2,83,38,36,0,3256,0,1,1,53,1,1,1,0
2026-08-05T02:03:46.672573+00:00,a55a25821000145903da0021000200530026002400000cb800000001000100330001000100010000,5209,986,33,2,83,38,36,0,3256,0,1,1,51,1,1,1,0
2026-08-05T02:03:47.157956+00:00,a55a25821000145903d30022000200530026002400000cb800000001000100340001000100010000,5209,979,34,2,83,38,36,0,3256,0,1,1,52,1,1,1,0
2026-08-05T02:03:47.760067+00:00,a55a25821000145903d30023000200530026002400000cb800000001000100350001000100010000,5209,979,35,2,83,38,36,0,3256,0,1,1,53,1,1,1,0
2026-08-05T02:03:48.362313+00:00,a55a25821000145a03d30024000200530026002400000cb900000001000100330001000100010000,5210,979,36,2,83,38,36,0,3257,0,1,1,51,1,1,1,0
2026-08-05T02:03:48.864184+00:00,a55a25821000145a03d30025000200530026002400000cb900000001000100340001000100010000,5210,979,37,2,83,38,36,0,3257,0,1,1,52,1,1,1,0
2026-08-05T02:03:49.466423+00:00,a55a25821000145b03d30026000200540026002400000cb900000001000100350001000100010000,5211,979,38,2,84,38,36,0,3257,0,1,1,53,1,1,1,0
2026-08-05T02:03:50.068694+00:00,a55a25821000145b03d30027000200540026002400000cb900000001000100330001000100010000,5211,979,39,2,84,38,36,0,3257,0,1,1,51,1,1,1,0
2026-08-05T02:03:50.570532+00:00,a55a25821000145b03d60028000200540026002400000cb900000001000100340001000100010000,5211,982,40,2,84,38,36,0,3257,0,1,1,52,1,1,1,0
2026-08-05T02:03:51.172672+00:00,a55a25821000145c03d60029000200540026002400000cba00000001000100350001000100010000,5212,982,41,2,84,38,36,0,3258,0,1,1,53,1,1,1,0
2026-08-05T02:03:51.774848+00:00,a55a25821000145d03d6001f000200540026002400000cba00000001000100330001000100010000,5213,982,31,2,84,38,36,0,3258,0,1,1,51,1,1,1,0
2026-08-05T02:03:52.276902+00:00,a55a25821000145c03d60020000200540026002400000cba00000001000100340001000100010000,5212,982,32,2,84,38,36,0,3258,0,1,1,52,1,1,1,0
2026-08-05T02:03:52.879155+00:00,a55a25821000145d03d60021000200540026002400000cbb00000001000100350001000100010000,5213,982,33,2,84,38,36,0,3259,0,1,1,53,1,1,1,0
2026-08-05T02:03:53.481218+00:00,a55a25821000145d03d60022000200540026002400000cbb00000001000100330001000100010000,5213,982,34,2,84,38,36,0,3259,0,1,1,51,1,1,1,0
2026-08-05T02:03:53.983016+00:00,a55a25821000145e03d60023000200540026002400000cbb00000001000100340001000100010000,5214,982,35,2,84,38,36,0,3259,0,1,1,52,1,1,1,0
2026-08-05T02:03:54.585327+00:00,a55a25821000145e03d60024000200530026002400000cbb00000001000100350001000100010000,5214,982,36,2,83,38,36,0,3259,0,1,1,53,1,1,1,0
2026-08-05T02:03:55.187402+00:00,a55a25821000145f03d30025000200530026002400000cbb00000001000100330001000100010000,5215,979,37,2,83,38,36,0,3259,0,1,1,51,1,1,1,0
2026-08-05T02:03:55.689144+00:00,a55a25821000145f03d60026000200530026002400000cbb00000001000100340001000100010000,5215,982,38,2,83,38,36,0,3259,0,1,1,52,1,1,1,0
2026-08-05T02:03:56.291446+00:00,a55a25821000145f03d60027000200530026002400000cbc00000001000100350001000100010000,5215,982,39,2,83,38,36,0,3260,0,1,1,53,1,1,1,0
2026-08-05T02:03:56.893545+00:00,a55a25821000145f03da0028000200530026002400000cbc00000001000100330001000100010000,5215,986,40,2,83,38,36,0,3260,0,1,1,51,1,1,1,0
2026-08-05T02:03:57.378207+00:00,a55a25821000146003d60029000200530027002400000cbc00000001000100340001000100010000,5216,982,41,2,83,39,36,0,3260,0,1,1,52,1,1,1,0
2026-08-05T02:03:57.980296+00:00,a55a25821000146103d6001f000200530027002400000cbd00000001000100350001000100010000,5217,982,31,2,83,39,36,0,3261,0,1,1,53,1,1,1,0
2026-08-05T02:03:58.582527+00:00,a55a25821000146103da0020000200530027002400000cbd00000001000100330001000100010000,5217,986,32,2,83,39,36,0,3261,0,1,1,51,1,1,1,0
2026-08-05T02:03:59.184758+00:00,a55a25821000146103d60021000200530027002400000cbd00000001000100340001000100010000,5217,982,33,2,83,39,36,0,3261,0,1,1,52,1,1,1,0
2026-08-05T02:03:59.686685+00:00,a55a25821000146103d60022000200540027002400000cbd00000001000100350001000100010000,5217,982,34,2,84,39,36,0,3261,0,1,1,53,1,1,1,0
2026-08-05T02:04:00.289200+00:00,a55a25821000146203d60023000200540027002400000cbe00000001000100330001000100010000,5218,982,35,2,84,39,36,0,3262,0,1,1,51,1,1,1,0
2026-08-05T02:04:00.791006+00:00,a55a25821000146203d30024000300540027002400000cbd00000001000100340001000100010000,5218,979,36,3,84,39,36,0,3261,0,1,1,52,1,1,1,0
2026-08-05T02:04:01.393202+00:00,a55a25821000146303d30025000300540027002400000cbe00000001000100350001000100010000,5219,979,37,3,84,39,36,0,3262,0,1,1,53,1,1,1,0
2026-08-05T02:04:01.995341+00:00,a55a25821000146303d30026000300540027002400000cbe00000001000100330001000100010000,5219,979,38,3,84,39,36,0,3262,0,1,1,51,1,1,1,0
2026-08-05T02:04:02.497362+00:00,a55a25821000146303d60027000300540027002400000cbe00000001000100340001000100010000,5219,982,39,3,84,39,36,0,3262,0,1,1,52,1,1,1,0
2026-08-05T02:04:03.099548+00:00,a55a25821000146303d60028000300540027002400000cbe00000001000100350001000100010000,5219,982,40,3,84,39,36,0,3262,0,1,1,53,1,1,1,0
2026-08-05T02:04:03.701721+00:00,a55a25821000146403d60029000300540027002400000cbf00000001000100330001000100010000,5220,982,41,3,84,39,36,0,3263,0,1,1,51,1,1,1,0
2026-08-05T02:04:04.203632+00:00,a55a25821000146403cf001f000300540027002400000cbf00000001000100340001000100010000,5220,975,31,3,84,39,36,0,3263,0,1,1,52,1,1,1,0
2026-08-05T02:04:04.805784+00:00,a55a25821000146503cf0020000300540027002400000cbf00000001000100350001000100010000,5221,975,32,3,84,39,36,0,3263,0,1,1,53,1,1,1,0
2026-08-05T02:04:05.408126+00:00,a55a25821000146503d600210003004e0027002400000cbf00000001000100330001000100010000,5221,982,33,3,78,39,36,0,3263,0,1,1,51,1,1,1,0
2026-08-05T02:04:05.910059+00:00,a55a25821000146503da00220003004e0027002400000cc000000001000100340001000100010000,5221,986,34,3,78,39,36,0,3264,0,1,1,52,1,1,1,0
2026-08-05T02:04:06.512404+00:00,a55a25821000146603da00230003004e0027002400000cc000000001000100350001000100010000,5222,986,35,3,78,39,36,0,3264,0,1,1,53,1,1,1,0
2026-08-05T02:04:07.097407+00:00,a55a25821000146603d600240003004e0027002400000cc000000001000100330001000100010000,5222,982,36,3,78,39,36,0,3264,0,1,1,51,1,1,1,0
2026-08-05T02:04:07.699420+00:00,a55a25821000146703d300250003004e0027002400000cc000000001000100340001000100010000,5223,979,37,3,78,39,36,0,3264,0,1,1,52,1,1,1,0
2026-08-05T02:04:08.201252+00:00,a55a25821000146703d300260003004e0027002400000cc000000001000100350001000100010000,5223,979,38,3,78,39,36,0,3264,0,1,1,53,1,1,1,0
2026-08-05T02:04:08.803512+00:00,a55a25821000146703d300270003004e0027002400000cc100000001000100330001000100010000,5223,979,39,3,78,39,36,0,3265,0,1,1,51,1,1,1,0
2026-08-05T02:04:09.405678+00:00,a55a25821000146703d300280003004e0027002400000cc100000001000100340001000100010000,5223,979,40,3,78,39,36,0,3265,0,1,1,52,1,1,1,0
2026-08-05T02:04:09.907485+00:00,a55a25821000146803d600290003004e0027002400000cc100000001000100350001000100010000,5224,982,41,3,78,39,36,0,3265,0,1,1,53,1,1,1,0
2026-08-05T02:04:10.509919+00:00,a55a25821000146803d6001f000300500027002400000cc100000001000100330001000100010000,5224,982,31,3,80,39,36,0,3265,0,1,1,51,1,1,1,0
2026-08-05T02:04:11.112100+00:00,a55a25821000146803d60020000300500027002400000cc100000001000100340001000100010000,5224,982,32,3,80,39,36,0,3265,0,1,1,52,1,1,1,0
2026-08-05T02:04:11.614010+00:00,a55a25821000146903d30021000300500027002400000cc200000001000100350001000100010000,5225,979,33,3,80,39,36,0,3266,0,1,1,53,1,1,1,0
2026-08-05T02:04:12.216332+00:00,a55a25821000146903d30022000300500027002400000cc200000001000100330001000100010000,5225,979,34,3,80,39,36,0,3266,0,1,1,51,1,1,1,0
2026-08-05T02:04:12.818664+00:00,a55a25821000146a03d30023000300500027002400000cc200000001000100340001000100010000,5226,979,35,3,80,39,36,0,3266,0,1,1,52,1,1,1,0
2026-08-05T02:04:13.320449+00:00,a55a25821000146a03d30024000300500027002400000cc200000001000100350001000100010000,5226,979,36,3,80,39,36,0,3266,0,1,1,53,1,1,1,0
2026-08-05T02:04:13.922664+00:00,a55a25821000146a03d30025000300500027002400000cc300000001000100330001000100010000,5226,979,37,3,80,39,36,0,3267,0,1,1,51,1,1,1,0
2026-08-05T02:04:14.524934+00:00,a55a25821000146b03d30026000300500027002400000cc300000001000100340001000100010000,5227,979,38,3,80,39,36,0,3267,0,1,1,52,1,1,1,0
2026-08-05T02:04:15.026792+00:00,a55a25821000146b03da0027000300500027002400000cc300000001000100350001000100010000,5227,986,39,3,80,39,36,0,3267,0,1,1,53,1,1,1,0
2026-08-05T02:04:15.629140+00:00,a55a25821000146b03cf0028000300500027002400000cc300000001000100330001000100010000,5227,975,40,3,80,39,36,0,3267,0,1,1,51,1,1,1,0
2026-08-05T02:04:16.231279+00:00,a55a25821000146c03cf0029000300500027002400000cc400000001000100340001000100010000,5228,975,41,3,80,39,36,0,3268,0,1,1,52,1,1,1,0
2026-08-05T02:04:16.733197+00:00,a55a25821000146c03cf001f000300500027002400000cc400000001000100350001000100010000,5228,975,31,3,80,39,36,0,3268,0,1,1,53,1,1,1,0
2026-08-05T02:04:17.323462+00:00,a55a25821000146c03cf0020000300500027002400000cc400000001000100330001000100010000,5228,975,32,3,80,39,36,0,3268,0,1,1,51,1,1,1,0
2026-08-05T02:04:17.925419+00:00,a55a25821000146c03cf0021000300500027002400000cc400000001000100340001000100010000,5228,975,33,3,80,39,36,0,3268,0,1,1,52,1,1,1,0
2026-08-05T02:04:18.427462+00:00,a55a25821000146d03cf0022000300500027002400000cc500000001000100350001000100010000,5229,975,34,3,80,39,36,0,3269,0,1,1,53,1,1,1,0
2026-08-05T02:04:19.029599+00:00,a55a25821000146d03d60023000300500027002400000cc500000001000100330001000100010000,5229,982,35,3,80,39,36,0,3269,0,1,1,51,1,1,1,0
2026-08-05T02:04:19.631668+00:00,a55a25821000146e03d60024000300500027002400000cc500000001000100340001000100010000,5230,982,36,3,80,39,36,0,3269,0,1,1,52,1,1,1,0
2026-08-05T02:04:20.133522+00:00,a55a25821000146e03d30025000300500027002400000cc500000001000100350001000100010000,5230,979,37,3,80,39,36,0,3269,0,1,1,53,1,1,1,0
2026-08-05T02:04:20.735694+00:00,a55a25821000146e03d30026000300500027002400000cc500000001000100330001000100010000,5230,979,38,3,80,39,36,0,3269,0,1,1,51,1,1,1,0
2026-08-05T02:04:21.337711+00:00,a55a25821000146f03d300270003004f0027002400000cc600000001000100340001000100010000,5231,979,39,3,79,39,36,0,3270,0,1,1,52,1,1,1,0
2026-08-05T02:04:21.839482+00:00,a55a25821000146f03d600280003004f0027002400000cc500000001000100350001000100010000,5231,982,40,3,79,39,36,0,3269,0,1,1,53,1,1,1,0
2026-08-05T02:04:23.043885+00:00,a55a25821000147003d6001f0003004f0027002400000cc600000001000100340001000100010000,5232,982,31,3,79,39,36,0,3270,0,1,1,52,1,1,1,0
2026-08-05T02:04:23.545634+00:00,a55a25821000147003cf00200003004f0027002400000cc600000001000100350001000100010000,5232,975,32,3,79,39,36,0,3270,0,1,1,53,1,1,1,0
2026-08-05T02:04:24.147846+00:00,a55a25821000147103d300210003004f0027002400000cc700000001000100330001000100010000,5233,979,33,3,79,39,36,0,3271,0,1,1,51,1,1,1,0
2026-08-05T02:04:24.750122+00:00,a55a25821000147103d300220003004f0027002400000cc700000001000100340001000100010000,5233,979,34,3,79,39,36,0,3271,0,1,1,52,1,1,1,0
2026-08-05T02:04:25.252032+00:00,a55a25821000147103d300230003004f0027002400000cc700000001000100350001000100010000,5233,979,35,3,79,39,36,0,3271,0,1,1,53,1,1,1,0
2026-08-05T02:04:25.854208+00:00,a55a25821000147103cf00240003004f0027002400000cc700000001000100330001000100010000,5233,975,36,3,79,39,36,0,3271,0,1,1,51,1,1,1,0
2026-08-05T02:04:26.456402+00:00,a55a25821000147103cf0025000300510027002400000cc700000001000100340001000100010000,5233,975,37,3,81,39,36,0,3271,0,1,1,52,1,1,1,0
2026-08-05T02:04:26.958355+00:00,a55a25821000147203d30026000300510027002400000cc700000001000100350001000100010000,5234,979,38,3,81,39,36,0,3271,0,1,1,53,1,1,1,0
2026-08-05T02:04:27.543358+00:00,a55a25821000147203cc0027000300510027002400000cc800000001000100330001000100010000,5234,972,39,3,81,39,36,0,3272,0,1,1,51,1,1,1,0
2026-08-05T02:04:28.145370+00:00,a55a25821000147303cc0028000300510027002400000cc800000001000100340001000100010000,5235,972,40,3,81,39,36,0,3272,0,1,1,52,1,1,1,0
2026-08-05T02:04:28.647446+00:00,a55a25821000147303d30029000300510027002400000cc800000001000100350001000100010000,5235,979,41,3,81,39,36,0,3272,0,1,1,53,1,1,1,0
2026-08-05T02:04:29.249602+00:00,a55a25821000147403cf001f000300510027002400000cc800000001000100330001000100010000,5236,975,31,3,81,39,36,0,3272,0,1,1,51,1,1,1,0
2026-08-05T02:04:29.851849+00:00,a55a25821000147403cf0020000300510027002400000cc900000001000100340001000100010000,5236,975,32,3,81,39,36,0,3273,0,1,1,52,1,1,1,0
2026-08-05T02:04:30.454139+00:00,a55a25821000147403da0021000300510027002400000cc900000001000100350001000100010000,5236,986,33,3,81,39,36,0,3273,0,1,1,53,1,1,1,0
2026-08-05T02:04:30.956172+00:00,a55a25821000147503cf0022000300510027002400000cc900000001000100330001000100010000,5237,975,34,3,81,39,36,0,3273,0,1,1,51,1,1,1,0
2026-08-05T02:04:31.558354+00:00,a55a25821000147403cf0023000300500027002400000cc900000001000100340001000100010000,5236,975,35,3,80,39,36,0,3273,0,1,1,52,1,1,1,0
2026-08-05T02:04:32.160539+00:00,a55a25821000147503d60024000300500027002400000cc900000001000100350001000100010000,5237,982,36,3,80,39,36,0,3273,0,1,1,53,1,1,1,0
2026-08-05T02:04:32.662429+00:00,a55a25821000147503d60025000300500027002400000cca00000001000100330001000100010000,5237,982,37,3,80,39,36,0,3274,0,1,1,51,1,1,1,0
2026-08-05T02:04:33.264595+00:00,a55a25821000147503d30026000300500027002400000cca00000001000100340001000100010000,5237,979,38,3,80,39,36,0,3274,0,1,1,52,1,1,1,0
2026-08-05T02:04:33.766566+00:00,a55a25821000147603cf0027000300500027002400000cca00000001000100350001000100010000,5238,975,39,3,80,39,36,0,3274,0,1,1,53,1,1,1,0
2026-08-05T02:04:34.368889+00:00,a55a25821000147703cf0028000300500027002400000cca00000001000100330001000100010000,5239,975,40,3,80,39,36,0,3274,0,1,1,51,1,1,1,0
2026-08-05T02:04:34.971150+00:00,a55a25821000147603d30029000300500027002400000cca00000001000100340001000100010000,5238,979,41,3,80,39,36,0,3274,0,1,1,52,1,1,1,0
2026-08-05T02:04:35.473146+00:00,a55a25821000147703cf001f000300500027002400000ccb00000001000100350001000100010000,5239,975,31,3,80,39,36,0,3275,0,1,1,53,1,1,1,0
2026-08-05T02:04:36.075263+00:00,a55a25821000147703cf0020000300500027002400000ccb00000001000100330001000100010000,5239,975,32,3,80,39,36,0,3275,0,1,1,51,1,1,1,0
2026-08-05T02:04:36.677604+00:00,a55a25821000147803d30021000300500027002400000ccb00000001000100340001000100010000,5240,979,33,3,80,39,36,0,3275,0,1,1,52,1,1,1,0
2026-08-05T02:04:37.266671+00:00,a55a25821000147803d600220003004f0027002400000ccb00000001000100350001000100010000,5240,982,34,3,79,39,36,0,3275,0,1,1,53,1,1,1,0
2026-08-05T02:04:37.768605+00:00,a55a25821000147803d600230003004f0027002400000ccb00000001000100330001000100010000,5240,982,35,3,79,39,36,0,3275,0,1,1,51,1,1,1,0
2026-08-05T02:04:38.370803+00:00,a55a25821000147803cc00240003004f0027002400000ccb00000001000100340001000100010000,5240,972,36,3,79,39,36,0,3275,0,1,1,52,1,1,1,0
2026-08-05T02:04:38.973042+00:00,a55a25821000147903d300250003004f0027002400000ccc00000001000100350001000100010000,5241,979,37,3,79,39,36,0,3276,0,1,1,53,1,1,1,0
2026-08-05T02:04:39.475001+00:00,a55a25821000147903d300260003004f0027002400000ccc00000001000100330001000100010000,5241,979,38,3,79,39,36,0,3276,0,1,1,51,1,1,1,0
2026-08-05T02:04:40.077153+00:00,a55a25821000147a03cf00270003004f0027002400000ccc00000001000100340001000100010000,5242,975,39,3,79,39,36,0,3276,0,1,1,52,1,1,1,0
2026-08-05T02:04:40.679553+00:00,a55a25821000147a03cf00280003004f0027002400000ccc00000001000100350001000100010000,5242,975,40,3,79,39,36,0,3276,0,1,1,53,1,1,1,0
2026-08-05T02:04:41.181510+00:00,a55a25821000147a03cf00290003004f0027002400000ccd00000001000100330001000100010000,5242,975,41,3,79,39,36,0,3277,0,1,1,51,1,1,1,0
2026-08-05T02:04:41.783727+00:00,a55a25821000147a03d3001f0003004f0027002400000ccc00000001000100340001000100010000,5242,979,31,3,79,39,36,0,3276,0,1,1,52,1,1,1,0
2026-08-05T02:04:42.385917+00:00,a55a25821000147a03cf00200003004f0027002400000ccd00000001000100350001000100010000,5242,975,32,3,79,39,36,0,3277,0,1,1,53,1,1,1,0
2026-08-05T02:04:42.887917+00:00,a55a25821000147b03cf00210003004f0027002400000ccd00000001000100330001000100010000,5243,975,33,3,79,39,36,0,3277,0,1,1,51,1,1,1,0
2026-08-05T02:04:43.490152+00:00,a55a25821000147b03d300220003004f0027002400000ccd00000001000100340001000100010000,5243,979,34,3,79,39,36,0,3277,0,1,1,52,1,1,1,0
2026-08-05T02:04:44.092213+00:00,a55a25821000147c03cc00230003004f0027002400000cce00000001000100350001000100010000,5244,972,35,3,79,39,36,0,3278,0,1,1,53,1,1,1,0
2026-08-05T02:04:44.594173+00:00,a55a25821000147b03cc00240003004f0027002400000ccd00000001000100330001000100010000,5243,972,36,3,79,39,36,0,3277,0,1,1,51,1,1,1,0
2026-08-05T02:04:45.196602+00:00,a55a25821000147c03cf00250003004f0027002400000cce00000001000100340001000100010000,5244,975,37,3,79,39,36,0,3278,0,1,1,52,1,1,1,0
2026-08-05T02:04:45.798846+00:00,a55a25821000147d03d600260003004f0027002400000ccf00000001000100350001000100010000,5245,982,38,3,79,39,36,0,3279,0,1,1,53,1,1,1,0
2026-08-05T02:04:46.300607+00:00,a55a25821000147d03d600270003004f0027002400000cce00000001000100330001000100010000,5245,982,39,3,79,39,36,0,3278,0,1,1,51,1,1,1,0
2026-08-05T02:04:46.903056+00:00,a55a25821000147e03d600280003004f0027002400000ccf00000001000100340001000100010000,5246,982,40,3,79,39,36,0,3279,0,1,1,52,1,1,1,0
